zPositions, avgNumOfMethanesAtZ
0.000, 0.000
0.200, 0.000
0.400, 0.000
0.600, 0.000
0.800, 0.000
1.000, 0.000
1.200, 0.000
1.400, 0.000
1.600, 0.000
1.800, 0.000
2.000, 0.000
2.200, 0.000
2.400, 0.000
2.600, 0.000
2.800, 0.000
3.000, 0.001
3.200, 0.006
3.400, 0.010
3.600, 0.008
3.800, 0.006
4.000, 0.004
4.200, 0.003
4.400, 0.002
4.600, 0.001
4.800, 0.001
5.000, 0.001
5.200, 0.001
5.400, 0.000
5.600, 0.000
5.800, 0.000
6.000, 0.000
6.200, 0.000
6.400, 0.000
6.600, 0.000
6.800, 0.000
7.000, 0.000
7.200, 0.000
7.400, 0.000
7.600, 0.000
7.800, 0.000
8.000, 0.000
8.200, 0.000
8.400, 0.000
8.600, 0.000
8.800, 0.000
9.000, 0.000
9.200, 0.000
9.400, 0.000
9.600, 0.000
9.800, 0.000
10.000, 0.000
10.200, 0.000
10.400, 0.000
10.600, 0.000
10.800, 0.000
11.000, 0.000
11.200, 0.000
11.400, 0.000
11.600, 0.000
11.800, 0.000
12.000, 0.000
12.200, 0.000
12.400, 0.000
12.600, 0.000
12.800, 0.000
13.000, 0.000
13.200, 0.000
13.400, 0.000
13.600, 0.000
13.800, 0.000
14.000, 0.000
14.200, 0.000
14.400, 0.000
14.600, 0.000
14.800, 0.000
15.000, 0.000
15.200, 0.000
15.400, 0.000
15.600, 0.000
15.800, 0.000
16.000, 0.000
16.200, 0.000
16.400, 0.000
16.600, 0.000
16.800, 0.000
17.000, 0.000
17.200, 0.000
17.400, 0.000
17.600, 0.000
17.800, 0.000
18.000, 0.000
18.200, 0.000
18.400, 0.000
18.600, 0.000
18.800, 0.000
19.000, 0.000
19.200, 0.000
19.400, 0.000
19.600, 0.000
19.800, 0.000
20.000, 0.000
20.200, 0.000
20.400, 0.000
20.600, 0.000
20.800, 0.000
21.000, 0.000
21.200, 0.000
21.400, 0.000
21.600, 0.000
21.800, 0.000
22.000, 0.000
22.200, 0.000
22.400, 0.000
22.600, 0.000
22.800, 0.000
23.000, 0.000
23.200, 0.000
23.400, 0.000
23.600, 0.000
23.800, 0.000
24.000, 0.000
24.200, 0.000
24.400, 0.000
24.600, 0.000
24.800, 0.000
25.000, 0.000
25.200, 0.000
25.400, 0.000
25.600, 0.000
25.800, 0.000
26.000, 0.000
26.200, 0.000
26.400, 0.000
26.600, 0.000
26.800, 0.000
27.000, 0.000
27.200, 0.000
27.400, 0.000
27.600, 0.000
27.800, 0.000
28.000, 0.000
28.200, 0.000
28.400, 0.000
28.600, 0.000
28.800, 0.000
29.000, 0.000
29.200, 0.000
29.400, 0.000
29.600, 0.000
29.800, 0.000
30.000, 0.000
30.200, 0.000
30.400, 0.000
30.600, 0.000
30.800, 0.000
31.000, 0.000
31.200, 0.000
31.400, 0.000
31.600, 0.000
31.800, 0.000
32.000, 0.000
32.200, 0.000
32.400, 0.000
32.600, 0.000
32.800, 0.000
33.000, 0.000
33.200, 0.000
33.400, 0.000
33.600, 0.000
33.800, 0.000
34.000, 0.000
34.200, 0.000
34.400, 0.001
34.600, 0.001
34.800, 0.001
35.000, 0.001
35.200, 0.001
35.400, 0.002
35.600, 0.003
35.800, 0.004
36.000, 0.006
36.200, 0.009
36.400, 0.010
36.600, 0.006
36.800, 0.001
37.000, 0.000
37.200, 0.000
37.400, 0.000
37.600, 0.000
37.800, 0.000
38.000, 0.000
38.200, 0.000
38.400, 0.000
38.600, 0.000
38.800, 0.000
39.000, 0.000
39.200, 0.000
39.400, 0.000
39.600, 0.000
